timestep,time,price [ct/kWh],grid supply [kW],fixed load [kW],local generation [kW],battery power [kW],bat. stored energy [kWh],flex band min [kW],flex band base [kW],flex band max [kW],max energy flex [kWh],generation feed-in [kW],battery feed-in [kW],sum CS power [kW],# occupied CS [-],# CS in use [-],CS_golf_0 [kW]
193,2023-04-03 00:15:00,0.07356,-0.0,0.639,-0.0,-0.639,1.797,-4.361,0.639,27.639,10.511,0,0,0,1,0,0
194,2023-04-03 00:30:00,0.07356,0.0,0.58,-0.0,-0.58,1.629,-4.42,0.58,27.58,10.511,0.0,0.0,0,1,0,0
195,2023-04-03 00:45:00,0.07356,-0.0,0.388,-0.0,-0.388,1.476,-4.612,0.388,27.388,10.511,0,0,0,1,0,0
196,2023-04-03 01:00:00,0.07356,0.0,0.703,-0.0,-0.703,1.374,-4.297,0.703,27.703,10.511,0.0,0.0,0,1,0,0
197,2023-04-03 01:15:00,0.07356,0.0,0.539,-0.0,-0.539,1.189,-4.461,0.539,27.539,10.511,0.0,0.0,0,1,0,0
198,2023-04-03 01:30:00,0.07356,-0.0,0.568,-0.0,-0.568,1.047,-4.432,0.568,27.568,10.511,0,0,0,1,0,0
199,2023-04-03 01:45:00,0.07356,-0.0,0.663,-0.0,-0.663,0.898,-4.337,0.663,27.663,10.511,0,0,0,1,0,0
200,2023-04-03 02:00:00,0.07356,0.0,0.695,-0.0,-0.695,0.723,-4.305,0.695,27.695,10.511,0.0,0.0,0,1,0,0
201,2023-04-03 02:15:00,0.07356,0.0,0.626,-0.0,-0.626,0.54,-4.374,0.626,27.626,10.511,0.0,0.0,0,1,0,0
202,2023-04-03 02:30:00,0.07356,0.0,0.6,-0.0,-0.6,0.376,-4.4,0.6,27.6,10.511,0.0,0.0,0,1,0,0
203,2023-04-03 02:45:00,0.07356,-0.344,0.519,-0.0,-0.175,0.218,-4.481,0.519,27.519,10.511,0,0,0,1,0,0
204,2023-04-03 03:00:00,0.07356,-0.467,0.467,-0.0,0,0.172,-4.533,0.467,27.467,10.511,0,0,0,1,0,0
205,2023-04-03 03:15:00,0.07356,-0.263,0.263,-0.0,0,0.172,-4.737,0.263,27.263,10.511,0,0,0,1,0,0
206,2023-04-03 03:30:00,0.07356,-0.308,0.308,-0.0,0,0.172,-4.692,0.308,27.308,10.511,0,0,0,1,0,0
207,2023-04-03 03:45:00,0.07356,-0.217,0.217,-0.0,0,0.172,-4.783,0.217,27.217,10.511,0,0,0,1,0,0
208,2023-04-03 04:00:00,0.07356,-0.204,0.204,-0.0,0,0.172,-4.796,0.204,27.204,10.511,0,0,0,1,0,0
209,2023-04-03 04:15:00,0.07356,-0.205,0.205,-0.0,0,0.172,-4.795,0.205,27.205,10.511,0,0,0,1,0,0
210,2023-04-03 04:30:00,0.07356,-0.273,0.273,-0.0,0,0.172,-4.727,0.273,27.273,10.511,0,0,0,1,0,0
211,2023-04-03 04:45:00,0.07356,-0.27,0.27,-0.0,0,0.172,-4.73,0.27,27.27,10.511,0,0,0,1,0,0
212,2023-04-03 05:00:00,0.07356,-0.139,0.139,-0.0,0,0.172,-4.861,0.139,27.139,10.511,0,0,0,1,0,0
213,2023-04-03 05:15:00,0.07356,-0.225,0.225,-0.0,0,0.172,-4.775,0.225,27.225,10.511,0,0,0,1,0,0
214,2023-04-03 05:30:00,0.07356,-0.164,0.164,-0.0,0,0.172,-4.836,0.164,27.164,10.511,0,0,0,1,0,0
215,2023-04-03 05:45:00,0.07356,-0.158,0.158,-0.0,0,0.172,-4.842,0.158,27.158,10.511,0,0,0,1,0,0
216,2023-04-03 06:00:00,0.1652,-0.0,0.158,-0.0,-0.158,0.172,-4.842,0.158,27.158,10.511,0,0,0,1,0,0
217,2023-04-03 06:15:00,0.1652,0.0,0.175,-0.0,-0.175,0.13,-4.825,0.175,27.175,10.511,0.0,0.0,0,1,0,0
218,2023-04-03 06:30:00,0.1652,0.0,0.258,-0.0,-0.258,0.084,-4.742,0.258,27.258,10.511,0.0,0.0,0,1,0,0
219,2023-04-03 06:45:00,0.1652,-0.0,0.203,-0.142,-0.061,0.016,-4.939,0.061,27.061,10.511,0,0,0,1,0,0
220,2023-04-03 07:00:00,0.1652,-0.0,0.318,-0.546,0,-0.0,-5.227,-0.227,26.545,10.511,0,0,0.227,1,1,0.227
221,2023-04-03 07:15:00,0.1652,0.0,0.319,-1.039,0,-0.0,-5.721,-0.721,25.559,10.457,0.0,0.0,0.721,1,1,0.721
222,2023-04-03 07:30:00,0.1652,0.0,0.339,-1.543,0,-0.0,-6.203,-1.203,24.594,10.286,0.0,0.0,1.203,1,1,1.203
223,2023-04-03 07:45:00,0.1652,0.0,0.228,-2.079,0,-0.0,-6.852,-1.852,23.297,10.0,0.0,0.0,1.852,1,1,1.852
224,2023-04-03 08:00:00,0.1652,1.589,1.027,-2.616,0,-0.0,-6.589,-1.589,1.822,0,1.589,0.0,0,0,0,0
225,2023-04-03 08:15:00,0.1652,1.788,1.38,-3.168,0,-0.0,-6.788,-1.788,1.425,0,1.788,0.0,0,0,0,0
226,2023-04-03 08:30:00,0.1652,3.174,0.565,-3.739,0,-0.0,-8.174,-3.174,-1.349,0,3.174,0.0,0,0,0,0
227,2023-04-03 08:45:00,0.1652,3.146,1.114,-4.261,0,-0.0,-8.146,-3.146,-1.293,0,3.146,0.0,0,0,0,0
228,2023-04-03 09:00:00,0.1652,3.515,1.185,-4.7,0,-0.0,-8.515,-3.515,-2.03,0,3.515,0.0,0,0,0,0
229,2023-04-03 09:15:00,0.1652,4.181,1.01,-5.191,0,-0.0,-9.181,-4.181,-3.362,0,4.181,0.0,0,0,0,0
230,2023-04-03 09:30:00,0.1652,4.001,1.64,-5.64,0,-0.0,-9.001,-4.001,-3.001,0,4.001,0.0,0,0,0,0
231,2023-04-03 09:45:00,0.1652,4.29,1.543,-5.832,0,-0.0,-9.29,-4.29,-3.58,0,4.29,0.0,0,0,0,0
232,2023-04-03 10:00:00,0.1652,4.795,1.644,-6.439,0,-0.0,-9.795,-4.795,-4.589,0,4.795,0.0,0,0,0,0
233,2023-04-03 10:15:00,0.1652,3.936,2.881,-6.816,0,-0.0,-8.936,-3.936,-2.872,0,3.936,0.0,0,0,0,0
234,2023-04-03 10:30:00,0.1652,4.939,2.129,-7.068,0,-0.0,-9.939,-4.939,-4.877,0,4.939,0.0,0,0,0,0
235,2023-04-03 10:45:00,0.1652,5.587,1.446,-7.033,0,-0.0,-10.587,-5.587,-5.587,0,5.587,0.0,0,0,0,0
236,2023-04-03 11:00:00,0.1652,5.299,1.76,-7.059,0,-0.0,-10.299,-5.299,-5.299,0,5.299,0.0,0,0,0,0
237,2023-04-03 11:15:00,0.1652,5.632,1.995,-7.627,0,-0.0,-10.632,-5.632,-5.632,0,5.632,0.0,0,0,0,0
238,2023-04-03 11:30:00,0.1652,6.445,1.448,-7.893,0,-0.0,-11.445,-6.445,-6.445,0,6.445,0.0,0,0,0,0
239,2023-04-03 11:45:00,0.1652,6.597,1.466,-8.063,0,-0.0,-11.597,-6.597,-6.597,0,6.597,0.0,0,0,0,0
240,2023-04-03 12:00:00,0.1652,7.246,0.973,-8.219,0,-0.0,-12.246,-7.246,-7.246,0,7.246,0.0,0,0,0,0
241,2023-04-03 12:15:00,0.1652,7.348,0.904,-8.252,0,-0.0,-12.348,-7.348,-7.348,0,7.348,0.0,0,0,0,0
242,2023-04-03 12:30:00,0.1652,7.729,0.589,-8.318,0,-0.0,-12.729,-7.729,-7.729,0,7.729,0.0,0,0,0,0
243,2023-04-03 12:45:00,0.1652,3.87,0.584,-8.374,3.92,-0.0,-12.79,-7.79,-7.79,0,3.87,0.0,0,0,0,0
244,2023-04-03 13:00:00,0.1652,2.306,1.058,-8.364,5.0,0.931,-12.306,-7.306,-7.306,0,2.306,0.0,0,0,0,0
245,2023-04-03 13:15:00,0.1652,2.564,0.731,-8.296,5.0,2.118,-12.564,-7.564,-7.564,0,2.564,0.0,0,0,0,0
246,2023-04-03 13:30:00,0.1652,2.591,0.593,-8.184,5.0,3.306,-12.591,-7.591,-7.591,0,2.591,0.0,0,0,0,0
247,2023-04-03 13:45:00,0.1652,2.559,0.477,-8.036,5.0,4.493,-12.559,-7.559,-7.559,0,2.559,0.0,0,0,0,0
248,2023-04-03 14:00:00,0.1652,2.265,0.512,-7.777,5.0,5.681,-12.265,-7.265,-7.265,0,2.265,0.0,0,0,0,0
249,2023-04-03 14:15:00,0.1652,-0.0,0.546,-7.525,0,6.868,-5.0,0.0,27.0,17.735,0,0,6.979,1,1,6.979
250,2023-04-03 14:30:00,0.1652,0.0,0.467,-7.187,0,6.868,-5.0,0.0,27.0,16.078,0.0,0.0,6.719,1,1,6.719
251,2023-04-03 14:45:00,0.1652,-0.0,0.542,-6.908,0,6.868,-5.0,0.0,27.0,14.482,0,0,6.366,1,1,6.366
252,2023-04-03 15:00:00,0.1652,0.0,0.533,-6.612,0.435,6.868,-5.0,0.0,27.0,12.97,0.0,0.0,5.644,1,1,5.644
253,2023-04-03 15:15:00,0.1652,-0.0,0.546,-6.182,5.0,6.972,-5.0,0.0,27.0,11.63,0,0,0.636,1,1,0.636
254,2023-04-03 15:30:00,0.1652,0.0,1.826,-5.679,3.854,8.159,-6.212,-1.212,24.576,11.479,0.0,0.0,0,1,0,0
255,2023-04-03 15:45:00,0.1652,-0.0,3.262,-5.095,1.832,9.075,-6.832,-1.832,23.335,11.479,0,0,0,1,0,0
256,2023-04-03 16:00:00,0.1652,-0.0,2.344,-4.409,2.064,9.51,-7.064,-2.064,22.872,11.479,0,0,0,1,0,0
257,2023-04-03 16:15:00,0.1652,-0.0,5.243,-3.693,-1.55,10.0,-3.45,1.55,28.55,11.479,0,0,0,1,0,0
258,2023-04-03 16:30:00,0.1652,0.0,5.02,-2.876,-2.144,9.592,-2.856,2.144,29.144,11.479,0.0,0.0,0,1,0,0
259,2023-04-03 16:45:00,0.1652,0.0,0.933,-2.001,1.068,9.028,-6.068,-1.068,24.864,11.479,0.0,0.0,0,1,0,0
260,2023-04-03 17:00:00,0.1652,-0.0,0.687,-1.1,0.413,9.282,-5.413,-0.413,26.174,11.479,0,0,0,1,0,0
261,2023-04-03 17:15:00,0.1652,-0.0,0.549,-0.361,-0.189,9.38,-4.811,0.189,27.189,11.479,0,0,0,1,0,0
262,2023-04-03 17:30:00,0.1652,-0.0,0.482,-0.208,-0.274,9.33,-4.726,0.274,27.274,11.479,0,0,0,1,0,0
263,2023-04-03 17:45:00,0.1652,0.0,0.331,-0.0,-0.331,9.258,-4.669,0.331,27.331,11.479,0.0,0.0,0,1,0,0
264,2023-04-03 18:00:00,0.1652,-0.0,0.286,-0.0,-0.286,9.171,-4.714,0.286,27.286,11.479,0,0,0,1,0,0
265,2023-04-03 18:15:00,0.1652,0.0,0.394,-0.0,-0.394,9.095,-4.606,0.394,27.394,11.479,0.0,0.0,0,1,0,0
266,2023-04-03 18:30:00,0.1652,0.0,0.603,-0.0,-0.603,8.992,-4.397,0.603,27.603,11.479,0.0,0.0,0,1,0,0
267,2023-04-03 18:45:00,0.1652,0.0,0.247,-0.0,-0.247,8.833,-4.753,0.247,27.247,11.479,0.0,0.0,0,1,0,0
268,2023-04-03 19:00:00,0.1652,-0.0,0.217,-0.0,-0.217,8.768,-4.783,0.217,27.217,11.479,0,0,0,1,0,0
269,2023-04-03 19:15:00,0.1652,-0.0,0.175,-0.0,-0.175,8.711,-4.825,0.175,27.175,11.479,0,0,0,1,0,0
270,2023-04-03 19:30:00,0.1652,0.0,0.431,-0.0,-0.431,8.665,-4.569,0.431,27.431,11.479,0.0,0.0,0,1,0,0
271,2023-04-03 19:45:00,0.1652,-0.0,0.735,-0.0,-0.735,8.552,-4.265,0.735,27.735,11.479,0,0,0,1,0,0
272,2023-04-03 20:00:00,0.11,0.0,0.794,-0.0,-0.794,8.358,-4.206,0.794,27.794,11.479,0.0,0.0,0,1,0,0
273,2023-04-03 20:15:00,0.11,0.0,0.502,-0.0,-0.502,8.149,-4.498,0.502,27.502,11.479,0.0,0.0,0,1,0,0
274,2023-04-03 20:30:00,0.11,-0.0,0.48,-0.0,-0.48,8.017,-4.52,0.48,27.48,11.479,0,0,0,1,0,0
275,2023-04-03 20:45:00,0.11,0.0,0.52,-0.0,-0.52,7.89,-4.48,0.52,27.52,11.479,0.0,0.0,0,1,0,0
276,2023-04-03 21:00:00,0.11,-0.0,0.669,-0.0,-0.669,7.754,-4.331,0.669,27.669,11.479,0,0,0,1,0,0
277,2023-04-03 21:15:00,0.11,0.0,0.583,-0.0,-0.583,7.578,-4.417,0.583,27.583,11.479,0.0,0.0,0,1,0,0
278,2023-04-03 21:30:00,0.11,0.0,0.518,-0.0,-0.518,7.424,-4.482,0.518,27.518,11.479,0.0,0.0,0,1,0,0
279,2023-04-03 21:45:00,0.11,-0.0,0.456,-0.0,-0.456,7.288,-4.544,0.456,27.456,11.479,0,0,0,1,0,0
280,2023-04-03 22:00:00,0.11,-0.0,0.543,-0.0,-0.543,7.168,-4.457,0.543,27.543,11.479,0,0,0,1,0,0
281,2023-04-03 22:15:00,0.11,0.0,0.474,-0.0,-0.474,7.025,-4.526,0.474,27.474,11.479,0.0,0.0,0,1,0,0
282,2023-04-03 22:30:00,0.11,-0.0,0.577,-0.0,-0.577,6.9,-4.423,0.577,27.577,11.479,0,0,0,1,0,0
283,2023-04-03 22:45:00,0.11,-0.0,0.42,-0.0,-0.42,6.748,-4.58,0.42,27.42,11.479,0,0,0,1,0,0
284,2023-04-03 23:00:00,0.11,0.0,0.625,-0.0,-0.625,6.638,-4.375,0.625,27.625,11.479,0.0,0.0,0,1,0,0
285,2023-04-03 23:15:00,0.11,0.0,0.673,-0.0,-0.673,6.473,-4.327,0.673,27.673,11.479,0.0,0.0,0,1,0,0
286,2023-04-03 23:30:00,0.11,-0.0,0.793,-0.0,-0.793,6.296,-4.207,0.793,27.793,11.479,0,0,0,1,0,0
287,2023-04-03 23:45:00,0.11,0.0,0.832,-0.0,-0.832,6.087,-4.168,0.832,27.832,11.479,0.0,0.0,0,1,0,0
288,2023-04-04 00:00:00,0.11,-0.0,0.759,-0.0,-0.759,5.868,-4.241,0.759,27.759,11.479,0,0,0,1,0,0
289,2023-04-04 00:15:00,0.11,-0.0,0.721,-0.0,-0.721,5.669,-4.279,0.721,27.721,11.479,0,0,0,1,0,0
290,2023-04-04 00:30:00,0.11,0.0,0.915,-0.0,-0.915,5.479,-4.085,0.915,27.915,11.479,0.0,0.0,0,1,0,0
291,2023-04-04 00:45:00,0.11,-0.0,0.85,-0.0,-0.85,5.238,-4.15,0.85,27.85,11.479,0,0,0,1,0,0
292,2023-04-04 01:00:00,0.11,0.0,1.89,-0.0,-1.89,5.015,-3.11,1.89,28.89,11.479,0.0,0.0,0,1,0,0
293,2023-04-04 01:15:00,0.11,0.0,2.606,-0.0,-2.606,4.517,-2.394,2.606,29.606,11.479,0.0,0.0,0,1,0,0
294,2023-04-04 01:30:00,0.11,0.0,4.876,-0.0,-4.876,3.831,-0.124,4.876,31.876,11.479,0.0,0.0,0,1,0,0
295,2023-04-04 01:45:00,0.11,0.0,0.567,-0.0,-0.567,2.548,-4.433,0.567,27.567,11.479,0.0,0.0,0,1,0,0
296,2023-04-04 02:00:00,0.11,-0.0,0.641,-0.0,-0.641,2.399,-4.359,0.641,27.641,11.479,0,0,0,1,0,0
297,2023-04-04 02:15:00,0.11,0.0,0.685,-0.0,-0.685,2.23,-4.315,0.685,27.685,11.479,0.0,0.0,0,1,0,0
298,2023-04-04 02:30:00,0.11,-0.0,0.654,-0.0,-0.654,2.05,-4.346,0.654,27.654,11.479,0,0,0,1,0,0
299,2023-04-04 02:45:00,0.11,0.0,0.643,-0.0,-0.643,1.878,-4.357,0.643,27.643,11.479,0.0,0.0,0,1,0,0
300,2023-04-04 03:00:00,0.11,-0.0,0.626,-0.0,-0.626,1.709,-4.374,0.626,27.626,11.479,0,0,0,1,0,0
301,2023-04-04 03:15:00,0.11,0.0,0.614,-0.0,-0.614,1.544,-4.386,0.614,27.614,11.479,0.0,0.0,0,1,0,0
302,2023-04-04 03:30:00,0.11,-0.0,0.581,-0.0,-0.581,1.382,-4.419,0.581,27.581,11.479,0,0,0,1,0,0
303,2023-04-04 03:45:00,0.11,0.0,0.609,-0.0,-0.609,1.229,-4.391,0.609,27.609,11.479,0.0,0.0,0,1,0,0
304,2023-04-04 04:00:00,0.11,0.0,0.623,-0.0,-0.623,1.069,-4.377,0.623,27.623,11.479,0.0,0.0,0,1,0,0
305,2023-04-04 04:15:00,0.11,-0.0,0.486,-0.0,-0.486,0.905,-4.514,0.486,27.486,11.479,0,0,0,1,0,0
306,2023-04-04 04:30:00,0.11,0.0,0.497,-0.0,-0.497,0.777,-4.503,0.497,27.497,11.479,0.0,0.0,0,1,0,0
307,2023-04-04 04:45:00,0.11,0.0,0.933,-0.0,-0.933,0.646,-4.067,0.933,27.933,11.479,0.0,0.0,0,1,0,0
308,2023-04-04 05:00:00,0.11,-0.0,0.35,-0.0,-0.35,0.401,-4.65,0.35,27.35,11.479,0,0,0,1,0,0
309,2023-04-04 05:15:00,0.11,-0.173,0.266,-0.0,-0.092,0.309,-4.734,0.266,27.266,11.479,0,0,0,1,0,0
310,2023-04-04 05:30:00,0.11,-0.23,0.23,-0.0,0,0.284,-4.77,0.23,27.23,11.479,0,0,0,1,0,0
311,2023-04-04 05:45:00,0.11,-0.213,0.213,-0.0,0,0.284,-4.787,0.213,27.213,11.479,0,0,0,1,0,0
312,2023-04-04 06:00:00,0.12955,-0.0,0.258,-0.0,-0.258,0.284,-4.742,0.258,27.258,11.479,0,0,0,1,0,0
313,2023-04-04 06:15:00,0.12955,0.0,0.247,-0.0,-0.247,0.216,-4.753,0.247,27.247,11.479,0.0,0.0,0,1,0,0
314,2023-04-04 06:30:00,0.12955,-0.0,0.274,-0.006,-0.268,0.151,-4.732,0.268,27.268,11.479,0,0,0,1,0,0
315,2023-04-04 06:45:00,0.12955,-0.0,0.504,-0.196,-0.308,0.081,-4.692,0.308,27.308,11.479,0,0,0,1,0,0
316,2023-04-04 07:00:00,0.12955,0.0,0.23,-0.54,0,0.0,-5.31,-0.31,26.381,11.479,0.0,0.0,0.309,1,1,0.309
317,2023-04-04 07:15:00,0.12955,-0.0,0.337,-1.03,0,0.0,-5.693,-0.693,25.615,11.405,0,0,0.693,1,1,0.693
318,2023-04-04 07:30:00,0.12955,-0.0,0.325,-1.51,0,0.0,-6.185,-1.185,24.631,11.241,0,0,1.185,1,1,1.185
319,2023-04-04 07:45:00,0.12955,0.0,0.265,-2.024,0,0.0,-6.759,-1.759,23.481,10.959,0.0,0.0,1.759,1,1,1.759
320,2023-04-04 08:00:00,0.12955,-0.0,0.28,-2.559,0,0.0,-7.279,-2.279,22.441,10.541,0,0,2.279,1,1,2.279
321,2023-04-04 08:15:00,0.12955,2.873,0.219,-3.093,0,0.0,-7.873,-2.873,21.254,10.0,2.873,0.0,0,1,0,0
322,2023-04-04 08:30:00,0.12955,3.356,0.253,-3.609,0,0.0,-8.356,-3.356,-1.712,0,3.356,0.0,0,0,0,0
323,2023-04-04 08:45:00,0.12955,3.931,0.206,-4.137,0,0.0,-8.931,-3.931,-2.862,0,3.931,0.0,0,0,0,0
324,2023-04-04 09:00:00,0.12955,4.122,0.475,-4.598,0,0.0,-9.122,-4.122,-3.245,0,4.122,0.0,0,0,0,0
325,2023-04-04 09:15:00,0.12955,4.094,0.938,-5.032,0,0.0,-9.094,-4.094,-3.188,0,4.094,0.0,0,0,0,0
326,2023-04-04 09:30:00,0.12955,5.002,0.467,-5.468,0,0.0,-10.002,-5.002,-5.002,0,5.002,0.0,0,0,0,0
327,2023-04-04 09:45:00,0.12955,4.281,1.41,-5.69,0,0.0,-9.281,-4.281,-3.562,0,4.281,0.0,0,0,0,0
328,2023-04-04 10:00:00,0.12955,5.08,1.145,-6.225,0,0.0,-10.08,-5.08,-5.08,0,5.08,0.0,0,0,0,0
329,2023-04-04 10:15:00,0.12955,3.033,3.512,-6.545,0,0.0,-8.033,-3.033,-1.065,0,3.033,0.0,0,0,0,0
330,2023-04-04 10:30:00,0.12955,3.651,3.189,-6.841,0,0.0,-8.651,-3.651,-2.303,0,3.651,0.0,0,0,0,0
331,2023-04-04 10:45:00,0.12955,2.597,4.509,-7.106,0,0.0,-7.597,-2.597,-0.194,0,2.597,0.0,0,0,0,0
332,2023-04-04 11:00:00,0.12955,1.832,5.521,-7.353,0,0.0,-6.832,-1.832,1.335,0,1.832,0.0,0,0,0,0
333,2023-04-04 11:15:00,0.12955,0.183,7.406,-7.589,0,0.0,-5.183,-0.183,4.635,0,0.183,0.0,0,0,0,0
334,2023-04-04 11:30:00,0.12955,3.062,4.702,-7.764,0,0.0,-8.062,-3.062,-1.124,0,3.062,0.0,0,0,0,0
335,2023-04-04 11:45:00,0.12955,5.729,2.202,-7.931,0,0.0,-10.729,-5.729,-5.729,0,5.729,0.0,0,0,0,0
336,2023-04-04 12:00:00,0.12955,6.661,1.415,-8.077,0,0.0,-11.661,-6.661,-6.661,0,6.661,0.0,0,0,0,0
337,2023-04-04 12:15:00,0.12955,7.171,0.979,-8.151,0,0.0,-12.171,-7.171,-7.171,0,7.171,0.0,0,0,0,0
338,2023-04-04 12:30:00,0.12955,7.394,0.766,-8.16,0,0.0,-12.394,-7.394,-7.394,0,7.394,0.0,0,0,0,0
339,2023-04-04 12:45:00,0.12955,7.715,0.47,-8.185,0,0.0,-12.715,-7.715,-7.715,0,7.715,0.0,0,0,0,0
340,2023-04-04 13:00:00,0.12955,7.714,0.456,-8.17,0,0.0,-12.714,-7.714,-7.714,0,7.714,0.0,0,0,0,0
341,2023-04-04 13:15:00,0.12955,7.683,0.446,-8.128,0,0.0,-12.683,-7.683,-7.683,0,7.683,0.0,0,0,0,0
342,2023-04-04 13:30:00,0.12955,7.408,0.66,-8.068,0,0.0,-12.408,-7.408,-7.408,0,7.408,0.0,0,0,0,0
343,2023-04-04 13:45:00,0.12955,7.067,0.788,-7.854,0,0.0,-12.067,-7.067,-7.067,0,7.067,0.0,0,0,0,0
344,2023-04-04 14:00:00,0.12955,6.721,0.833,-7.553,0,0.0,-11.721,-6.721,-6.721,0,6.721,0.0,0,0,0,0
345,2023-04-04 14:15:00,0.12955,4.977,2.382,-7.359,0,0.0,-9.977,-4.977,-4.955,0,4.977,0.0,0,0,0,0
346,2023-04-04 14:30:00,0.12955,5.497,1.594,-7.092,0,0.0,-10.497,-5.497,-5.497,0,5.497,0.0,0,0,0,0
347,2023-04-04 14:45:00,0.12955,3.023,2.206,-6.762,1.533,0.0,-9.555,-4.555,-4.111,0,3.023,0.0,0,0,0,0
348,2023-04-04 15:00:00,0.12955,-0.0,1.314,-6.205,4.892,0.364,-9.892,-4.892,-4.784,0,0,0,0,0,0,0
349,2023-04-04 15:15:00,0.12955,0.0,0.699,-4.842,4.144,1.526,-9.144,-4.144,-3.288,0,0.0,0.0,0,0,0,0
350,2023-04-04 15:30:00,0.12955,0.315,0.646,-5.96,5.0,2.51,-10.315,-5.315,-5.315,0,0.315,0.0,0,0,0,0
351,2023-04-04 15:45:00,0.12955,0.0,1.79,-5.518,3.728,3.698,-8.728,-3.728,-2.456,0,0.0,0.0,0,0,0,0
352,2023-04-04 16:00:00,0.12955,0.0,1.486,-3.484,1.998,4.583,-6.998,-1.998,1.003,0,0.0,0.0,0,0,0,0
353,2023-04-04 16:15:00,0.12955,-0.0,0.271,-3.646,3.376,5.057,-8.376,-3.376,-1.752,0,0,0,0,0,0,0
354,2023-04-04 16:30:00,0.12955,0.0,0.226,-2.859,2.633,5.859,-7.633,-2.633,-0.266,0,0.0,0.0,0,0,0,0
355,2023-04-04 16:45:00,0.12955,-0.0,1.659,-2.003,0.343,6.485,-5.343,-0.343,4.313,0,0,0,0,0,0,0
356,2023-04-04 17:00:00,0.12955,0.0,2.279,-1.104,-1.175,6.566,-3.825,1.175,6.175,0,0.0,0.0,0,0,0,0
357,2023-04-04 17:15:00,0.12955,-0.0,1.907,-0.408,-1.499,6.257,-3.501,1.499,6.499,0,0,0,0,0,0,0
358,2023-04-04 17:30:00,0.12955,0.0,1.847,-0.228,-1.619,5.862,-3.381,1.619,28.619,14.632,0.0,0.0,0,1,0,0
359,2023-04-04 17:45:00,0.12955,-0.0,1.221,-0.0,-1.221,5.436,-3.779,1.221,28.221,14.632,0,0,0,1,0,0
360,2023-04-04 18:00:00,0.12955,0.0,0.3,-0.0,-0.3,5.115,-4.7,0.3,27.3,14.632,0.0,0.0,0,1,0,0
361,2023-04-04 18:15:00,0.12955,-0.0,0.222,-0.0,-0.222,5.036,-4.778,0.222,27.222,14.632,0,0,0,1,0,0
362,2023-04-04 18:30:00,0.12955,0.0,0.264,-0.0,-0.264,4.978,-4.736,0.264,27.264,14.632,0.0,0.0,0,1,0,0
363,2023-04-04 18:45:00,0.12955,0.0,0.258,-0.0,-0.258,4.908,-4.742,0.258,27.258,14.632,0.0,0.0,0,1,0,0
364,2023-04-04 19:00:00,0.12955,-0.0,0.288,-0.0,-0.288,4.84,-4.712,0.288,27.288,14.632,0,0,0,1,0,0
365,2023-04-04 19:15:00,0.12955,0.0,0.221,-0.0,-0.221,4.764,-4.779,0.221,27.221,14.632,0.0,0.0,0,1,0,0
366,2023-04-04 19:30:00,0.12955,-0.0,0.271,-0.0,-0.271,4.706,-4.729,0.271,27.271,14.632,0,0,0,1,0,0
367,2023-04-04 19:45:00,0.12955,-0.0,0.33,-0.0,-0.33,4.635,-4.67,0.33,27.33,14.632,0,0,0,1,0,0
368,2023-04-04 20:00:00,0.02942,0.0,0.271,-0.0,-0.271,4.548,-4.729,0.271,27.271,14.632,0.0,0.0,0,1,0,0
369,2023-04-04 20:15:00,0.02942,0.0,0.253,-0.0,-0.253,4.477,-4.747,0.253,27.253,14.632,0.0,0.0,0,1,0,0
370,2023-04-04 20:30:00,0.02942,0.0,1.102,-0.0,-1.102,4.41,-3.898,1.102,28.102,14.632,0.0,0.0,0,1,0,0
371,2023-04-04 20:45:00,0.02942,-0.0,0.814,-0.0,-0.814,4.12,-4.186,0.814,27.814,14.632,0,0,0,1,0,0
372,2023-04-04 21:00:00,0.02942,-0.0,0.307,-0.0,-0.307,3.906,-4.693,0.307,27.307,14.632,0,0,0,1,0,0
373,2023-04-04 21:15:00,0.02942,0.0,0.338,-0.0,-0.338,3.825,-4.662,0.338,27.338,14.632,0.0,0.0,0,1,0,0
374,2023-04-04 21:30:00,0.02942,-0.0,0.335,-0.0,-0.335,3.736,-4.665,0.335,27.335,14.632,0,0,0,1,0,0
375,2023-04-04 21:45:00,0.02942,-0.0,0.318,-0.0,-0.318,3.648,-4.682,0.318,27.318,14.632,0,0,0,1,0,0
376,2023-04-04 22:00:00,0.02942,0.0,0.356,-0.0,-0.356,3.564,-4.644,0.356,27.356,14.632,0.0,0.0,0,1,0,0
377,2023-04-04 22:15:00,0.02942,-0.0,0.321,-0.0,-0.321,3.471,-4.679,0.321,27.321,14.632,0,0,0,1,0,0
378,2023-04-04 22:30:00,0.02942,0.0,0.358,-0.0,-0.358,3.386,-4.642,0.358,27.358,14.632,0.0,0.0,0,1,0,0
379,2023-04-04 22:45:00,0.02942,0.0,0.227,-0.0,-0.227,3.292,-4.773,0.227,27.227,14.632,0.0,0.0,0,1,0,0
380,2023-04-04 23:00:00,0.02942,-0.0,0.274,-0.0,-0.274,3.232,-4.726,0.274,27.274,14.632,0,0,0,1,0,0
381,2023-04-04 23:15:00,0.02942,0.0,0.799,-0.0,-0.799,3.16,-4.201,0.799,27.799,14.632,0.0,0.0,0,1,0,0
382,2023-04-04 23:30:00,0.02942,0.0,0.495,-0.0,-0.495,2.95,-4.505,0.495,27.495,14.632,0.0,0.0,0,1,0,0
