datetime,PV_kW
2015-04-07 15:45:00,2.734380228663767
2015-04-07 16:00:00,2.508140983915919
2015-04-07 16:15:00,2.682962683672674
2015-04-07 16:30:00,1.9315789180059824
2015-04-07 16:45:00,0.9813679507939024
2015-04-07 17:00:00,0.6754826614821821
2015-04-07 17:15:00,0.5389844220691433
2015-04-07 17:30:00,0.2607014362201351
2015-04-07 17:45:00,0.0
2015-04-07 18:00:00,0.0
2015-04-07 18:15:00,0.0
2015-04-07 18:30:00,0.0
2015-04-07 18:45:00,0.0
2015-04-07 19:00:00,0.0
2015-04-07 19:15:00,0.0
2015-04-07 19:30:00,0.0
2015-04-07 19:45:00,0.0
2015-04-07 20:00:00,0.0
2015-04-07 20:15:00,0.0
2015-04-07 20:30:00,0.0
2015-04-07 20:45:00,0.0
2015-04-07 21:00:00,0.0
2015-04-07 21:15:00,0.0
2015-04-07 21:30:00,0.0
2015-04-07 21:45:00,0.0
2015-04-07 22:00:00,0.0
2015-04-07 22:15:00,0.0
2015-04-07 22:30:00,0.0
2015-04-07 22:45:00,0.0
2015-04-07 23:00:00,0.0
2015-04-07 23:15:00,0.0
2015-04-07 23:30:00,0.0
2015-04-07 23:45:00,0.0
